Text,Label
RT @Underchilde: *Goes into monkey bar to meet swingers*,Neutral
RT @UnnagroundKing: RT @JoshHelaku: I don't care who Kendrick made that song for it's still trash,Neutral
RT @Unorthodex: Nah I hate white people now since he looks like a dyke RT @ElBasedParko: I think he just ended racism http://t.co/VgjYHn4bvt,Hate
"RT @UnusualFactPage: Shy people tend have great observational skills, making it easier to recognize the core of a problem then solving it.",Neutral
"RT @UrbanEngIish: When your phone goes off in class and the teacher says ""turn that trash off"" but its a song from your mixtape = https://t&#8230;",Neutral
RT @VUULibrary: It is Shakespeare's birthday. Take a look at some Shakespearean trash talk. http://t.co/JSy3UFfaIb,Neutral
RT @VaTxn: Illegal alien is not a race. It's a crime. @MuchoMacho @McDonalds @jeandeaux1776 @cspanwj #wetbacks http://t.co/pf2YpelyOP,Hate
RT @Vaeflare: ...Because sometimes you just need a moment to appreciate a noble guinea pig with steampunk dragon wings. http://t.co/SeRyx9v&#8230;,Neutral
RT @VainHumility: Naming my son Caesar. Dawn of the apes is the absolute best movie I've ever seen in my entire life.,Neutral
"RT @VandTRailroad: #DidYouKnow: The Comstock Lode was a boon 4 @VirginiaCity as it grew 2 20,000 ppl &amp; became 1 of the largest &amp; wealthiest&#8230;",Neutral
RT @Venus_Lynn: &#8220;@dylxnl: look ghetto but it work http://t.co/chrvW9dPca&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;,Neutral
RT @VersaceAmeezy: Austin is so cute like look at him all excited because he got Oreos http://t.co/0mK1W8Reak,Neutral
RT @VersaceSilk: When you try to tell grandpa that 70s music was trash https://t.co/kYULQZoBC6,Neutral
RT @VerusFacts: How Shy People Flirt. Learn tips from the best! http://t.co/81PvuHnHaT,Neutral
RT @VideriQuamEsse: British Jihadi Mother Who Wants to Be First Female Executioner is MI6's Most Wanted http://t.co/INZPvpf2tN,Neutral
RT @VillageBae: I hate when faggots talk shit on here then block me so I can't respond. Bitch I will write you a letter with my response an&#8230;,Hate
RT @VinceSports: Best #CollegeGameday sign ever! The Dak-ness is spreading! Charlie Murphy's True Hollywood Stories. #ChappelleShow http://&#8230;,Neutral
RT @WFANTrades: Don't know how you Yankees fans listen to Kay every night. Absolutely brutal. Just nonsensical blah blah blah blah. Radio n&#8230;,Neutral
RT @WORIDSTARHlPHOP: This talking eggplant skurred af https://t.co/KDwoApyvD0,Neutral
"RT @WORIDSTARHlPHOP: When your phone goes off in class and the teacher says ""turn that trash off"" but its a song from your mixtape https://&#8230;",Neutral
RT @WOWFoodPics: Oreo Shake http://t.co/YE22nl8bsE,Neutral
RT @WaavyLee: His balls ashy RT @Yattabing: @Trelaire1st: Real women do this http://t.co/VG5DBqH8aT&#8221; and real faggots let em do that.. Smh,Hate
RT @WashTimes: John Kerry caught appearing to mock Israel&#8217;s &#8216;pinpoint&#8217; operation in Gaza - http://t.co/3yqFR9LZsR #Israel #Gaza http://t.co&#8230;,Neutral
"RT @WayneDupreeShow: Fear mongering by the left is dying. Wake up, who are you going 2 believe Charlie Rangel and Hussein or Mia Love and C&#8230;",Neutral
"RT @WayneRoot: Well there's difference between Erick Erickson and me. I've always understood Obama is Muslim Jihadi sympathizer:
https://t.&#8230;",Neutral
RT @Wayne__Da__Boss: I hate a bitch dat act like a nigga. &#128530;,Hate
"RT @WhatTheFFacts: Actor Charlie Sheen once bought 2,600 seats at an Angels baseball game in hopes of catching a home run ball.",Neutral
RT @WheelTod: If life hands you a hot potato try throwing it at two birds.,Neutral
"RT @WhenRapperSaid: When Joey Bada$$ said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life."" ht&#8230;",Neutral
RT @WhitePeopleTalk: &#8220;KOBE&#8221; as they shoot a piece of paper into the trash,Neutral
RT @WhitesOnly_1: #niggers! http://t.co/Hb3uJaLky2,Hate
"RT @WhyVee: @georgegalloway A Muslim wmn covers the yellow star of Jewish neighbour with her veil to protect her, Sarajevo,1941. http://t.c&#8230;",Neutral
"RT @WillMcAvoyACN: An ad for the Haitian charity ""Water Is Life"" mocks people who use #FirstWorldProblems hashtag through juxtaposition. ...",Neutral
RT @Wilnerness590: . @Jmart96 Because Outman is a brand-new #Yankees and because Girardi will never use 3 relievers when he can use 6.,Neutral
RT @WitnessLaron: So this ape can get a MCM but I can't unbelievable... http://t.co/TsmstRxQX7,Neutral
RT @Women_Fit: Use what talent you possess: the woods would be very silent if no birds sang except those that sang best.,Neutral
RT @Woody_AFC: @MANIAC3X @_WhitePonyJr_ lmaoooo what a bunch of fags,Hate
RT @Woody_AFC: @_WhitePonyJr_ @ivanrabago_ no doubt about it. I mean its cute tossing around trash cans and having 98lb Mexican boys wantin&#8230;,Neutral
RT @Woody_AFC: I saw a great chimpout 2 summers ago. A middle aged Salvadoran and his 15 Yr old son got wasted by 6 beaners at the metlife &#8230;,Hate
"RT @WorIdStarFunnyy: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/NQyLxquLOC",Neutral
RT @Wyeisha_Davis: Idc I still watch two &amp; a half men . Well the old one with Charlie,Neutral
RT @XdalovelyTishai: Most of these niggas go broke for these hoes,Hate
RT @YABOYLILB: If I ride up to your bitch in these then... homie consider yourself a single nigga. http://t.co/dTJY9RHtdF,Hate
RT @YahooFinance Two stocks to turn trash into cash http://t.co/MRmlxaCOXx,Neutral
"RT @Yankees: #SpringTraining Daily takes a look at the #Yankees&#8217; outfield, perhaps the AL&#8217;s deepest: http://t.co/RP3Gz6MDBF (via @Yankeeson&#8230;",Neutral
RT @Yankees: #Yankees can jump into first place TONIGHT. RT if you think they will!,Neutral
"RT @Yankees: #Yankees lineup vs. Red Sox:
Ellsbury CF
Jeter SS
Beltran DH
Soriano LF
Teixeira 1B
McCann C
Solarte 3B
Ichiro RF
Roberts 2B
T&#8230;",Neutral
RT @Yankees: #Yankees win! Final score: 7-4.,Neutral
"RT @Yankees: #Yankees win, 6-5, on a #walkoff single by Derek Jeter!!!!!! #FarewellCaptain",Neutral
RT @Yankees: .@DRob30 comes in to close out the game here in the 9th. #Yankees,Neutral
"RT @Yankees: Analyzing the impact of Masahiro Tanaka on #SpringTraining Daily, brought to you by @YankeesonDemand: http://t.co/L2gJboDNkM",Neutral
"RT @Yankees: Ballgame over, #Yankees WIN! Yanks beat the White Sox in 10 innings, 4-3.",Neutral
"RT @Yankees: Congrats to Derek Jeter, who will start at shortstop in his 14th and final All-Star Game! #FarewellCaptain http://t.co/5nhtJOx&#8230;",Neutral
"RT @Yankees: Congratulations Ichiro! That leadoff base hit in the 8th is hit No. 2,800 in his @MLB career!",Neutral
"RT @Yankees: Gardy goes yardy again! He leads off the game with a HR for the second straight night, and it's 1-0 #Yankees!",Neutral
RT @Yankees: Getting the field ready for today's game. http://t.co/lh4UzqXbei,Neutral
"RT @Yankees: RECAP: In epic storybook ending, Derek Jeter closes his last game in Bronx with a #walkoff. http://t.co/Dl390SbteQ http://t.co&#8230;",Neutral
RT @Yankees: Remember when we paused an All-Star Game to honor Mariano Rivera? #tbt http://t.co/PqEDosogLo,Neutral
RT @Yankees: SEE YA! @JacobyEllsbury gives the #Yankees a 4-3 lead in the 10th with a solo home run!,Neutral
RT @Yankees: Show your support during #FleetWeekNYC with #troopthanks. You could be on the @BofA_Community billboard in Times Sq! http://t.&#8230;,Neutral
RT @Yankees: The @EmpireStateBldg shines its lights in #Yankees pinstripes in honor of Derek Jeter. #FarewellCaptain http://t.co/3fp2pg85MB,Neutral
RT @Yankees: Time to bounce in the Bronx. #LetsGoYankees #Walkoff http://t.co/W5ATfRsLKK,Neutral
"RT @Yankees: VICTORY! #Yankees outlast A's, 10-9 in 14 innings. Eduardo Nunez the hero, and oh yeah, FIRST PLACE still resides in the Bronx.",Neutral
RT @Yankees: Were you expecting anything short of fireworks in his final homestand? #FarewellCaptain http://t.co/5nTacrQ43m,Neutral
RT @Yankees: You may cry after watching the Derek Jeter @Gatorade ad: http://t.co/hMO9Bxol0x http://t.co/0xdlxToci8,Neutral
"RT @YankeesWFAN: One scout said Prado is ""first team most underrated."" Gives the Yankees a 2b through 2016, could slide to 3b if needed too.",Neutral
RT @YepillPosts: If I had a dollar for every time I died on flappy bird http://t.co/pj8QSBTe2L,Neutral
RT @YoShortyMa: I'll kill this bitch no hesitation http://t.co/UxePa9LVi5,Hate
RT @YoungCon1266: Listen to Charlie Daniels speak the truth &amp; then enlist in the U.S. FREEDOM ARMY at http://t.co/cxzfajqUfV. http://t.co/k&#8230;,Neutral
RT @Zach_Dorsey: My trash is worth more than you,Neutral
"RT @ZekeJMiller: RT @MarcACaputo: ""I've met few people in politics that I disrespect more than Charlie Crist,"" --Rudy Giuliani",Neutral
RT @ZekeJMiller: RT @bobschieffer: Looking forward to sitting down with President Obama for our 60th anniversary broadcast this Sunday &#8212; ho&#8230;,Neutral
RT @ZitlalyL: It's okay chiquito &#128514; I'm not in the ghetto anymore &#128524;,Neutral
RT @ZonedMoan: Smh RT @TieMyDuragBoo: And Henny too RT @BkRaised718 Beer trash af end of story,Neutral
RT @_2kkz: This faggit bitch tried to say she hoe'd for hd bearfaced bitch yusa fag,Hate
"RT @_Cashhhhhh: Was deleting this pic until I realized a dike in the back ground dressed like a nigga with wedges on &#128514; , bitch I'm &#128128; http:/&#8230;",Hate
RT @_ChickenGeorge: DEAD!!&#128128;&#8220;@TAkeme2CHINA: &#128553; RT @PEagles14: When ur fuckin and her pussy stank but u have really good friends........... ht&#8230;,Hate
RT @_CollegeHumor_: i fully support same-sex marriage but i'll never stop calling my friends faggots,Hate
RT @_JocelynB: Yu hoes just love to pump fake bout y'all lives on these social networks,Neutral
RT @_MykalaJ: @whitakerc54 blame it on the yellow chucks lmfao,Neutral
RT @_RiveraJustin: It's unattractive when girls act ghetto,Neutral
RT @_VibeWithMe_: doing someone wrong for the sole reason that they did you wrong will only bring more negative karma &amp; energy into your li&#8230;,Neutral
"RT @_VodkaThoughts_: ""Light beer? You mean faggot piss?"" -Overly Powered Man",Hate
RT @_WORDtotheWISE: I love when the birds are chirping in the morning #patsgonnasubtweet,Neutral
"RT @__E_T___: Brown colored eyes are really blue, under a layer of melanin.",Neutral
RT @__J_R: Smh nigga is mildly retarded RT @Thotcho: LMFAO RT @JustDoJ: If Griff wasn&#8217;t injuries we&#8217;d legit be 6-1,Hate
RT @___Legacy: Need some ice cream and Oreos &#128525;,Neutral
RT @__bettyboo: You better pray I don't send your nudes out bitch,Hate
RT @__matt29: Larry bird 38 &#128514;,Neutral
RT @_asslxrd_: my inner nigger is coming out,Hate
RT @_chocgirL: Rich homie and bird man gone be at mansion &#233;lan tonight &#128064;,Neutral
RT @_iHATEMOON: All these bitches &amp; niggaz with they imaginary haters .....,Hate
RT @_lvrking: chris brown is trash.,Neutral
"RT @_mikaylahh: I asked @zzachbarness to get me pink bunnies one time, so he brought me yellow chicks...&#128048;&#128149;",Neutral
RT @_missvain: Lmfaooooo &gt;RT @sirTurn3r: Lmaoo Thats what u got from this? RT @waddupivy: Dougie be yamming the coon all that beat boxing &#128553;,Hate
"RT @_pascuzzo: ""@Salon: Meanwhile in Texas: 19-year-old man facing 5 years to life in prison for $25 worth of pot brownies http://t.co/438F&#8230;",Neutral
"RT @_politeASSHOLE: 4) Only pussy niggas who suck dick cry about someone being in their mentions, tweet the person then cry again about the&#8230;",Hate
RT @_tiffnasty: Why do y'all niggas entertain that Nicole bitch? I don't see how y'all can ever take a bitch that posted naked pics serious&#8230;,Hate
"RT @_wintergirl93: I don't wanna hear Sgt. #Tahmooressi's name come outta the Preezy's mouth. He couldn't be bothered then, keep his pie ho&#8230;",Neutral
"RT @aekulze: In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School http://t.co/xlxdfZxS9s @vocativ http://t.co/E3hhzNThrk",Neutral
RT @ahmadblack35: Can someone find the Georgia fan who talked trash to me and told me he hope we don't end up like Tennessee? Tell him I'm &#8230;,Neutral
RT @ahmiryoung Lakers on....I thought trash day was Monday,Neutral
RT @ajade___: everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch &#128586;&#128566;,Hate
RT @ajbk4life1: how do people not realize the jig ?,Neutral
RT @ajjacobs: Just learned that there was a 1932 Japanese political plot to assassinate Charlie Chaplin. #PleaseOptionThisTweetNow #Back ...,Neutral
"RT @alex_gtz13: Cause I'm as free as a bird now, and this bird you can not change &#127926;",Neutral
RT @alexishope_2014: You got niggas &amp; I got bitches but I want you... &#128149;&#127926;,Hate
RT @alexlundry: Charlie Baker!!!,Neutral
RT @alicia_enz: I'm the only person who likes yellow Starburst I feel,Neutral
"RT @alicia_garcia3: ""That's why God made brownies. To replace boys.""",Neutral
"RT @alison_cherry: .@nlisa &amp; I are discussing our awful 90s fashion choices: yellow overall shorts, boxers over leggings. What was your bes&#8230;",Neutral
"RT @alisonkent: Also as part of my release day gift (yes, we get those!) this adorable bumblebee bear! #Montlake http://t.co/SC3AjXCiRB",Neutral
"RT @allly_sunn: ""That's what that means..some kid called me at like 1 in the morning asking me if I wanted to hit the slopes...""",Neutral
RT @almostkanye: RT @Resolutionary_: if Crabtree woulda caught that over Sherman for the game y'all woulda said Sherman trash &amp; he got what&#8230;,Neutral
RT @amh_1126: s/o #NF @patpatbush thanks for the follow Hun!! &#128536;&#128536;,Neutral
RT @amour_tajiana: Only fuck niggas would wanna continue to mess with these messy ass bitches vs. somebody who HAS been down for them all a&#8230;,Hate
"RT @amoz1939: drinking
to the last drop
washing teapot 
#haiku #mijikai",Neutral
RT @amyalkon: School admins take hungry kids' lunch &amp; throw in trash because their lunch funds aren't paid up. That'll teach em! http://t.c&#8230;,Neutral
RT @anilkohli54: @mediacrooks so the ball did roll down the slope &amp; found a natural spot @madhutrehan defending brother &amp; the scumbag @sard&#8230;,Neutral
"RT @anitaphilmar: Fairy Fun - Losing her wings doesn't mean there aren't other ways to fly? #asmsg, #erotica #shortstory http://t.co/t6LuM&#8230;",Neutral
RT @antglizzygg: Ain't Talk 2 My Mova N A Week First Thing She Say Is Where Shy An Benny &#128514;,Neutral
RT @anthonycampos23: Lebron your still a bitch you suck nigger hope you die,Hate
RT @anticvlum: @NoneShallPass97 trash eating trash,Hate
RT @anticvlum: Lol I'm litetally just a walking trash can,Neutral
RT @antoinetteA: Coming up at 5:15a: Charlie Baker's campaign admits he may have been wrong about the emotional fisherman story from this w&#8230;,Neutral
"RT @arlingtondems: Hey Arlington Democrats! For you early birds, join us @BusboysAndPoets tomorrow. It's the Second Saturday of April. http&#8230;",Neutral
"RT @attsmcjay: ""One man's trash is another man's treasure""...perfectly explains strippers with daddy issues.",Neutral
"RT @audizzle: Quote of last night, @GinaGaus telling me to find her a curved stick and she'll make a crossbow to shoot a bird down",Neutral
"RT @aychmoore: most teachers abuse their position, there's teaching with discipline and there's being a cunt, most are cunts",Hate
RT @babiesdressup: What a silly little monkey &#128584; http://t.co/DMKLK4k147,Neutral
RT @badblogger69: @wenchbucket that monkey is from hell,Neutral
RT @badnradbrad: @whattheflocka lol have u seen when ike and his kindergarten teacher start having a sexual relationship,Neutral
RT @bakedbeansbro: Throw me in trash http://t.co/GvGMJJ6vYi,Neutral
